slot_id,service_date,split,slot_in_day,type_id,observed_count,mean_value
2016-11-09-08,2016-11-09,train,8,19,14.0,0.34156198266627713
2016-11-09-08,2016-11-09,train,8,20,4.0,0.16820040899795502
2016-11-09-08,2016-11-09,train,8,21,5.0,0.2907975460122699
2016-11-09-08,2016-11-09,train,8,22,1.0,0.1336059986366735
2016-11-09-08,2016-11-09,train,8,23,6.0,0.3232219950011361
2016-11-09-08,2016-11-09,train,8,24,1.0,0.12883435582822086
2016-11-09-08,2016-11-09,train,8,25,10.0,0.5256305385139741
2016-11-09-08,2016-11-09,train,8,26,9.0,0.2730440051503446
2016-11-09-08,2016-11-09,train,8,27,14.0,0.3321647677475898
2016-11-09-08,2016-11-09,train,8,28,31.0,0.6458869318556634
2016-11-09-08,2016-11-09,train,8,29,14.0,0.36279092414061737
2016-11-09-09,2016-11-09,train,9,0,11.0,0.19353039598438368
2016-11-09-09,2016-11-09,train,9,1,67.0,0.26024275351260057
2016-11-09-09,2016-11-09,train,9,2,5.0,0.17246080436264485
2016-11-09-09,2016-11-09,train,9,3,1.0,0.27539195637355146
2016-11-09-09,2016-11-09,train,9,4,4.0,0.26465576005453306
2016-11-09-09,2016-11-09,train,9,5,7.0,0.32388742818190674
2016-11-09-09,2016-11-09,train,9,6,1.0,0.3026584867075665
2016-11-09-09,2016-11-09,train,9,7,3.0,0.20745285162463076
2016-11-09-09,2016-11-09,train,9,8,3.0,0.2931152010906612
2016-11-09-09,2016-11-09,train,9,9,4.0,0.2736877982276755
2016-11-09-09,2016-11-09,train,9,10,1.0,0.17518745739604635
2016-11-09-09,2016-11-09,train,9,11,11.0,0.2717977319204313
2016-11-09-09,2016-11-09,train,9,12,2.0,0.3592365371506476
2016-11-09-09,2016-11-09,train,9,13,5.0,0.19809134287661895
2016-11-09-09,2016-11-09,train,9,14,10.0,0.40061349693251536
2016-11-09-09,2016-11-09,train,9,15,12.0,0.25732788002726653
2016-11-09-09,2016-11-09,train,9,16,8.0,0.3018064076346285
2016-11-09-09,2016-11-09,train,9,17,2.0,0.22903885480572597
2016-11-09-09,2016-11-09,train,9,18,3.0,0.26789366053169733
2016-11-09-09,2016-11-09,train,9,19,15.0,0.4893433310611225
2016-11-09-09,2016-11-09,train,9,20,7.0,0.4101665205959685
2016-11-09-09,2016-11-09,train,9,21,2.0,0.5535105657805044
2016-11-09-09,2016-11-09,train,9,22,3.0,0.1747330152238128
2016-11-09-09,2016-11-09,train,9,23,9.0,0.3952132091191396
2016-11-09-09,2016-11-09,train,9,24,3.0,0.2306294024085435
2016-11-09-09,2016-11-09,train,9,25,14.0,0.3606485539000876
2016-11-09-09,2016-11-09,train,9,26,5.0,0.4049079754601227
2016-11-09-09,2016-11-09,train,9,27,11.0,0.4666914544215157
2016-11-09-09,2016-11-09,train,9,28,57.0,0.738085841734534
2016-11-09-09,2016-11-09,train,9,29,14.0,0.5134871944687895
2016-11-09-10,2016-11-09,train,10,0,12.0,0.25369234264939783
2016-11-09-10,2016-11-09,train,10,1,62.0,0.3185236493172373
2016-11-09-10,2016-11-09,train,10,2,3.0,0.33992274483072027
2016-11-09-10,2016-11-09,train,10,3,4.0,0.21438309475119288
2016-11-09-10,2016-11-09,train,10,4,0.0,0.0
2016-11-09-10,2016-11-09,train,10,5,3.0,0.19404680754374004
2016-11-09-10,2016-11-09,train,10,6,2.0,0.4158145875937287
2016-11-09-10,2016-11-09,train,10,7,5.0,0.4275391956373552
2016-11-09-10,2016-11-09,train,10,8,1.0,0.25221540558963873
2016-11-09-10,2016-11-09,train,10,9,4.0,0.39212678936605316
2016-11-09-10,2016-11-09,train,10,10,1.0,0.44785276073619634
2016-11-09-10,2016-11-09,train,10,11,1.0,0.2951601908657123
2016-11-09-10,2016-11-09,train,10,12,1.0,0.16291751874573962
2016-11-09-10,2016-11-09,train,10,13,8.0,0.22401158827539197
2016-11-09-10,2016-11-09,train,10,14,14.0,0.4231181225046256
2016-11-09-10,2016-11-09,train,10,15,11.0,0.23913986490673605
2016-11-09-10,2016-11-09,train,10,16,8.0,0.35744717109747787
2016-11-09-10,2016-11-09,train,10,17,2.0,0.2658486707566462
2016-11-09-10,2016-11-09,train,10,18,1.0,0.4444444444444444
2016-11-09-10,2016-11-09,train,10,19,16.0,0.4763548057259714
2016-11-09-10,2016-11-09,train,10,20,5.0,0.3859577368779823
2016-11-09-10,2016-11-09,train,10,21,3.0,0.20131788229947736
2016-11-09-10,2016-11-09,train,10,22,1.0,0.17314246762099522
2016-11-09-10,2016-11-09,train,10,23,14.0,0.3401012756840978
2016-11-09-10,2016-11-09,train,10,24,1.0,0.16496250852079072
2016-11-09-10,2016-11-09,train,10,25,15.0,0.31488298114064983
2016-11-09-10,2016-11-09,train,10,26,7.0,0.43402473463823155
2016-11-09-10,2016-11-09,train,10,27,16.0,0.36042944785276076
2016-11-09-10,2016-11-09,train,10,28,61.0,0.6718070781230793
2016-11-09-10,2016-11-09,train,10,29,18.0,0.4133908960084829
2016-11-09-11,2016-11-09,train,11,0,21.0,0.2585126756905898
2016-11-09-11,2016-11-09,train,11,1,52.0,0.3705888521839442
2016-11-09-11,2016-11-09,train,11,2,2.0,0.3735514655760055
2016-11-09-11,2016-11-09,train,11,3,10.0,0.269052488070893
2016-11-09-11,2016-11-09,train,11,4,2.0,0.5265848670756647
2016-11-09-11,2016-11-09,train,11,5,8.0,0.28996250852079075
2016-11-09-11,2016-11-09,train,11,6,2.0,0.2852760736196319
2016-11-09-11,2016-11-09,train,11,7,4.0,0.3672460804362645
2016-11-09-11,2016-11-09,train,11,8,3.0,0.22744830720290843
2016-11-09-11,2016-11-09,train,11,9,3.0,0.316291751874574
2016-11-09-11,2016-11-09,train,11,10,2.0,0.5794137695978187
2016-11-09-11,2016-11-09,train,11,11,2.0,0.14008179959100203
2016-11-09-11,2016-11-09,train,11,12,3.0,0.29402408543512837
2016-11-09-11,2016-11-09,train,11,13,0.0,0.0
2016-11-09-11,2016-11-09,train,11,14,10.0,0.5543285616905249
2016-11-09-11,2016-11-09,train,11,15,8.0,0.3943421949556919
2016-11-09-11,2016-11-09,train,11,16,8.0,0.34747784594410364
2016-11-09-11,2016-11-09,train,11,17,6.0,0.22994773915019315
2016-11-09-11,2016-11-09,train,11,18,2.0,0.1653033401499659
2016-11-09-11,2016-11-09,train,11,19,12.0,0.5476028175414679
2016-11-09-11,2016-11-09,train,11,20,6.0,0.27834583049306977
2016-11-09-11,2016-11-09,train,11,21,1.0,0.13974096796182683
2016-11-09-11,2016-11-09,train,11,22,1.0,0.13974096796182683
2016-11-09-11,2016-11-09,train,11,23,10.0,0.5245398773006136
2016-11-09-11,2016-11-09,train,11,24,2.0,0.44546693933197
2016-11-09-11,2016-11-09,train,11,25,16.0,0.34615712338104976
2016-11-09-11,2016-11-09,train,11,26,9.0,0.45451791259562213
2016-11-09-11,2016-11-09,train,11,27,20.0,0.39021813224267216
2016-11-09-11,2016-11-09,train,11,28,53.0,0.6516186286993093
2016-11-09-11,2016-11-09,train,11,29,22.0,0.3867509450331536
2016-11-09-12,2016-11-09,train,12,0,15.0,0.23767325607816406
2016-11-09-12,2016-11-09,train,12,1,29.0,0.34823590249864844
2016-11-09-12,2016-11-09,train,12,2,11.0,0.3112722315176303
2016-11-09-12,2016-11-09,train,12,3,3.0,0.24880708929788684
2016-11-09-12,2016-11-09,train,12,4,6.0,0.3314019541013406
2016-11-09-12,2016-11-09,train,12,5,8.0,0.3697171097477846
2016-11-09-12,2016-11-09,train,12,6,1.0,0.1438309475119291
2016-11-09-12,2016-11-09,train,12,7,4.0,0.5749829584185413
2016-11-09-12,2016-11-09,train,12,8,3.0,0.29107021131561006
2016-11-09-12,2016-11-09,train,12,9,6.0,0.3045898659395592
2016-11-09-12,2016-11-09,train,12,10,3.0,0.3780958872983413
2016-11-09-12,2016-11-09,train,12,11,5.0,0.3310156782549421
2016-11-09-12,2016-11-09,train,12,12,16.0,0.2832310838445808
2016-11-09-12,2016-11-09,train,12,13,1.0,0.34696659850034084
2016-11-09-12,2016-11-09,train,12,14,14.0,0.37394098743792
2016-11-09-12,2016-11-09,train,12,15,14.0,0.41756743597234397
2016-11-09-12,2016-11-09,train,12,16,5.0,0.43653715064758014
2016-11-09-12,2016-11-09,train,12,17,3.0,0.28538968416269034
2016-11-09-12,2016-11-09,train,12,18,1.0,0.13701431492842533
2016-11-09-12,2016-11-09,train,12,19,14.0,0.4422046937384361
2016-11-09-12,2016-11-09,train,12,20,10.0,0.2512610770279482
2016-11-09-12,2016-11-09,train,12,21,2.0,0.2661895023858214
2016-11-09-12,2016-11-09,train,12,22,2.0,0.12406271301976823
2016-11-09-12,2016-11-09,train,12,23,14.0,0.35241990456714384
2016-11-09-12,2016-11-09,train,12,24,3.0,0.21631447398318562
2016-11-09-12,2016-11-09,train,12,25,14.0,0.4171779141104294
2016-11-09-12,2016-11-09,train,12,26,6.0,0.4593274255850943
2016-11-09-12,2016-11-09,train,12,27,34.0,0.44171779141104295
2016-11-09-12,2016-11-09,train,12,28,35.0,0.5738046547862499
2016-11-09-12,2016-11-09,train,12,29,18.0,0.4669393319700068
2016-11-09-13,2016-11-09,train,13,0,5.0,0.23667348329925017
2016-11-09-13,2016-11-09,train,13,1,40.0,0.3246591683708248
2016-11-09-13,2016-11-09,train,13,2,6.0,0.25857759600090885
2016-11-09-13,2016-11-09,train,13,3,7.0,0.3183367416496251
2016-11-09-13,2016-11-09,train,13,4,10.0,0.24212678936605317
2016-11-09-13,2016-11-09,train,13,5,1.0,0.21881390593047034
2016-11-09-13,2016-11-09,train,13,6,3.0,0.28402635764598955
2016-11-09-13,2016-11-09,train,13,7,6.0,0.48329925017041586
2016-11-09-13,2016-11-09,train,13,8,2.0,0.13190184049079756
2016-11-09-13,2016-11-09,train,13,9,10.0,0.2235173824130879
2016-11-09-13,2016-11-09,train,13,10,3.0,0.29107021131561006
2016-11-09-13,2016-11-09,train,13,11,3.0,0.1270165871392865
2016-11-09-13,2016-11-09,train,13,12,17.0,0.23369020409799912
2016-11-09-13,2016-11-09,train,13,13,2.0,0.24744376278118607
2016-11-09-13,2016-11-09,train,13,14,8.0,0.30828220858895705
2016-11-09-13,2016-11-09,train,13,15,7.0,0.3048008569480962
2016-11-09-13,2016-11-09,train,13,16,9.0,0.3193971067181701
2016-11-09-13,2016-11-09,train,13,17,4.0,0.2844239945466939
2016-11-09-13,2016-11-09,train,13,18,1.0,0.4437627811860941
2016-11-09-13,2016-11-09,train,13,19,15.0,0.38841172460804363
2016-11-09-13,2016-11-09,train,13,20,11.0,0.229286732354217
2016-11-09-13,2016-11-09,train,13,21,3.0,0.27880027266530333
2016-11-09-13,2016-11-09,train,13,22,4.0,0.255453306066803
2016-11-09-13,2016-11-09,train,13,23,13.0,0.3795815636306434
2016-11-09-13,2016-11-09,train,13,24,1.0,0.1329243353783231
2016-11-09-13,2016-11-09,train,13,25,15.0,0.2810724835264713
2016-11-09-13,2016-11-09,train,13,26,9.0,0.2727410437021889
2016-11-09-13,2016-11-09,train,13,27,29.0,0.37677173683097104
2016-11-09-13,2016-11-09,train,13,28,37.0,0.5046518911549587
2016-11-09-13,2016-11-09,train,13,29,19.0,0.3838481684784558
2016-11-09-14,2016-11-09,train,14,0,11.0,0.18095061039846316
2016-11-09-14,2016-11-09,train,14,1,15.0,0.22422176778005
2016-11-09-14,2016-11-09,train,14,2,8.0,0.18473074301295161
2016-11-09-14,2016-11-09,train,14,3,5.0,0.20408997955010225
2016-11-09-14,2016-11-09,train,14,4,6.0,0.2090433992274483
2016-11-09-14,2016-11-09,train,14,5,6.0,0.25028402635764596
2016-11-09-14,2016-11-09,train,14,6,5.0,0.3411042944785276
2016-11-09-14,2016-11-09,train,14,7,5.0,0.17273346966598502
2016-11-09-14,2016-11-09,train,14,8,3.0,0.28538968416269034
2016-11-09-14,2016-11-09,train,14,9,6.0,0.21858668484435353
2016-11-09-14,2016-11-09,train,14,10,3.0,0.30356737105203363
2016-11-09-14,2016-11-09,train,14,11,8.0,0.1659850034083163
2016-11-09-14,2016-11-09,train,14,12,9.0,0.21729909868969177
2016-11-09-14,2016-11-09,train,14,13,5.0,0.234492160872529
2016-11-09-14,2016-11-09,train,14,14,8.0,0.2638888888888889
2016-11-09-14,2016-11-09,train,14,15,6.0,0.2578959327425585
2016-11-09-14,2016-11-09,train,14,16,11.0,0.24031728326206855
2016-11-09-14,2016-11-09,train,14,17,12.0,0.23250397636900708
2016-11-09-14,2016-11-09,train,14,18,3.0,0.3115201090661213
2016-11-09-14,2016-11-09,train,14,19,16.0,0.2225630538513974
2016-11-09-14,2016-11-09,train,14,20,9.0,0.3062182837233962
2016-11-09-14,2016-11-09,train,14,21,1.0,0.16496250852079072
2016-11-09-14,2016-11-09,train,14,22,3.0,0.1226993865030675
2016-11-09-14,2016-11-09,train,14,23,15.0,0.30065894114973873
2016-11-09-14,2016-11-09,train,14,24,4.0,0.12269938650306748
2016-11-09-14,2016-11-09,train,14,25,20.0,0.278254942058623
2016-11-09-14,2016-11-09,train,14,26,11.0,0.2612009667224391
2016-11-09-14,2016-11-09,train,14,27,20.0,0.26925698704839807
2016-11-09-14,2016-11-09,train,14,28,21.0,0.32018697049371897
2016-11-09-14,2016-11-09,train,14,29,45.0,0.33169734151329244
2016-11-09-15,2016-11-09,train,15,0,17.0,0.2599141906251253
2016-11-09-15,2016-11-09,train,15,1,12.0,0.30311292887980007
2016-11-09-15,2016-11-09,train,15,2,12.0,0.2152351738241309
2016-11-09-15,2016-11-09,train,15,3,3.0,0.14360372642581232
2016-11-09-15,2016-11-09,train,15,4,5.0,0.20790729379686432
2016-11-09-15,2016-11-09,train,15,5,16.0,0.17020279481935924
2016-11-09-15,2016-11-09,train,15,6,6.0,0.17246080436264485
2016-11-09-15,2016-11-09,train,15,7,6.0,0.2664167234719382
2016-11-09-15,2016-11-09,train,15,8,9.0,0.17965613875634323
2016-11-09-15,2016-11-09,train,15,9,9.0,0.19700068166325835
2016-11-09-15,2016-11-09,train,15,10,4.0,0.22511929107021134
2016-11-09-15,2016-11-09,train,15,11,7.0,0.2193981887233421
2016-11-09-15,2016-11-09,train,15,12,6.0,0.24596682572142692
2016-11-09-15,2016-11-09,train,15,13,7.0,0.20323303145389035
2016-11-09-15,2016-11-09,train,15,14,10.0,0.22426721199727334
2016-11-09-15,2016-11-09,train,15,15,5.0,0.27416496250852085
2016-11-09-15,2016-11-09,train,15,16,10.0,0.2513292433537832
2016-11-09-15,2016-11-09,train,15,17,11.0,0.2489929974592551
2016-11-09-15,2016-11-09,train,15,18,5.0,0.20177232447171098
2016-11-09-15,2016-11-09,train,15,19,13.0,0.250852079072938
2016-11-09-15,2016-11-09,train,15,20,15.0,0.2821631447398319
2016-11-09-15,2016-11-09,train,15,21,0.0,0.0
2016-11-09-15,2016-11-09,train,15,22,2.0,0.2177914110429448
2016-11-09-15,2016-11-09,train,15,23,20.0,0.2851738241308793
2016-11-09-15,2016-11-09,train,15,24,0.0,0.0
2016-11-09-15,2016-11-09,train,15,25,18.0,0.28012572900098465
2016-11-09-15,2016-11-09,train,15,26,8.0,0.3067484662576687
2016-11-09-15,2016-11-09,train,15,27,22.0,0.24307492098903144
2016-11-09-15,2016-11-09,train,15,28,18.0,0.38544270241611756
2016-11-09-15,2016-11-09,train,15,29,24.0,0.4101056578050443
2016-11-09-16,2016-11-09,train,16,0,14.0,0.17937481741162722
2016-11-09-16,2016-11-09,train,16,1,9.0,0.3265167007498296
2016-11-09-16,2016-11-09,train,16,2,13.0,0.3092129411147816
2016-11-09-16,2016-11-09,train,16,3,7.0,0.2304021813224267
2016-11-09-16,2016-11-09,train,16,4,4.0,0.31356509884117245
2016-11-09-16,2016-11-09,train,16,5,20.0,0.21554192229038854
2016-11-09-16,2016-11-09,train,16,6,9.0,0.23078088313262135
2016-11-09-16,2016-11-09,train,16,7,6.0,0.18972960690752103
2016-11-09-16,2016-11-09,train,16,8,1.0,0.23176550783912747
2016-11-09-16,2016-11-09,train,16,9,5.0,0.2520790729379686
2016-11-09-16,2016-11-09,train,16,10,5.0,0.3062031356509884
2016-11-09-16,2016-11-09,train,16,11,9.0,0.19957585397258198
2016-11-09-16,2016-11-09,train,16,12,10.0,0.2198364008179959
2016-11-09-16,2016-11-09,train,16,13,8.0,0.22102931152010907
2016-11-09-16,2016-11-09,train,16,14,28.0,0.26076054143538807
2016-11-09-16,2016-11-09,train,16,15,3.0,0.2390365825948648
2016-11-09-16,2016-11-09,train,16,16,13.0,0.24927901001520633
2016-11-09-16,2016-11-09,train,16,17,8.0,0.3098159509202454
2016-11-09-16,2016-11-09,train,16,18,2.0,0.22869802317655077
2016-11-09-16,2016-11-09,train,16,19,18.0,0.30106793910474894
2016-11-09-16,2016-11-09,train,16,20,11.0,0.2872281093139989
2016-11-09-16,2016-11-09,train,16,21,0.0,0.0
2016-11-09-16,2016-11-09,train,16,22,3.0,0.30856623494660307
2016-11-09-16,2016-11-09,train,16,23,17.0,0.23918360800352859
2016-11-09-16,2016-11-09,train,16,24,1.0,0.125426039536469
2016-11-09-16,2016-11-09,train,16,25,20.0,0.24887525562372187
2016-11-09-16,2016-11-09,train,16,26,3.0,0.4435355600999773
2016-11-09-16,2016-11-09,train,16,27,13.0,0.3044937339415867
2016-11-09-16,2016-11-09,train,16,28,19.0,0.3689950848491372
2016-11-09-16,2016-11-09,train,16,29,21.0,0.3581004317200636
2016-11-09-17,2016-11-09,train,17,0,16.0,0.28063224267211995
2016-11-09-17,2016-11-09,train,17,1,12.0,0.29737559645535105
2016-11-09-17,2016-11-09,train,17,2,9.0,0.26357645989547834
2016-11-09-17,2016-11-09,train,17,3,13.0,0.18368203030779717
2016-11-09-17,2016-11-09,train,17,4,4.0,0.18933197000681665
2016-11-09-17,2016-11-09,train,17,5,14.0,0.18726263511539587
2016-11-09-17,2016-11-09,train,17,6,5.0,0.336332651670075
2016-11-09-17,2016-11-09,train,17,7,6.0,0.2440354464894342
2016-11-09-17,2016-11-09,train,17,8,5.0,0.25548738922972053
2016-11-09-17,2016-11-09,train,17,9,6.0,0.22335832765280617
2016-11-09-17,2016-11-09,train,17,10,7.0,0.2385821404226312
2016-11-09-17,2016-11-09,train,17,11,13.0,0.2362749724712915
2016-11-09-17,2016-11-09,train,17,12,13.0,0.25599077132819464
2016-11-09-17,2016-11-09,train,17,13,7.0,0.2226117440841367
2016-11-09-17,2016-11-09,train,17,14,28.0,0.21998247151621383
2016-11-09-17,2016-11-09,train,17,15,3.0,0.24721654169506932
2016-11-09-17,2016-11-09,train,17,16,10.0,0.26659850034083166
2016-11-09-17,2016-11-09,train,17,17,5.0,0.20668029993183365
2016-11-09-17,2016-11-09,train,17,18,2.0,0.141785957736878
2016-11-09-17,2016-11-09,train,17,19,19.0,0.27345459763929253
2016-11-09-17,2016-11-09,train,17,20,10.0,0.2062031356509884
2016-11-09-17,2016-11-09,train,17,21,2.0,0.18132242672119975
2016-11-09-17,2016-11-09,train,17,22,4.0,0.15405589638718473
2016-11-09-17,2016-11-09,train,17,23,8.0,0.3283912747102931
2016-11-09-17,2016-11-09,train,17,24,1.0,0.12747102931152013
2016-11-09-17,2016-11-09,train,17,25,22.0,0.2996219867385511
2016-11-09-17,2016-11-09,train,17,26,2.0,0.2225630538513974
2016-11-09-17,2016-11-09,train,17,27,18.0,0.27853518139816713
2016-11-09-17,2016-11-09,train,17,28,25.0,0.2743285616905249
2016-11-09-17,2016-11-09,train,17,29,11.0,0.32701245584681166
2016-11-09-18,2016-11-09,train,18,0,12.0,0.20006816632583505
2016-11-09-18,2016-11-09,train,18,1,12.0,0.358782094978414
2016-11-09-18,2016-11-09,train,18,2,10.0,0.21247443762781187
2016-11-09-18,2016-11-09,train,18,3,8.0,0.35957736877982277
2016-11-09-18,2016-11-09,train,18,4,4.0,0.1767211997273347
2016-11-09-18,2016-11-09,train,18,5,10.0,0.19086571233810495
2016-11-09-18,2016-11-09,train,18,6,9.0,0.26478830568810113
2016-11-09-18,2016-11-09,train,18,7,5.0,0.14560327198364006
2016-11-09-18,2016-11-09,train,18,8,13.0,0.2586649887263384
2016-11-09-18,2016-11-09,train,18,9,5.0,0.1978186775732788
2016-11-09-18,2016-11-09,train,18,10,2.0,0.19734151329243355
2016-11-09-18,2016-11-09,train,18,11,8.0,0.17595432856169052
2016-11-09-18,2016-11-09,train,18,12,6.0,0.2014314928425358
2016-11-09-18,2016-11-09,train,18,13,3.0,0.2090433992274483
2016-11-09-18,2016-11-09,train,18,14,15.0,0.23940013633265167
2016-11-09-18,2016-11-09,train,18,15,6.0,0.3067484662576687
2016-11-09-18,2016-11-09,train,18,16,10.0,0.20102249488752558
2016-11-09-18,2016-11-09,train,18,17,7.0,0.39848086473853345
2016-11-09-18,2016-11-09,train,18,18,2.0,0.14042263122017723
2016-11-09-18,2016-11-09,train,18,19,13.0,0.19878349326202088
2016-11-09-18,2016-11-09,train,18,20,6.0,0.2471029311520109
2016-11-09-18,2016-11-09,train,18,21,4.0,0.152692569870484
2016-11-09-18,2016-11-09,train,18,22,1.0,0.12065439672801637
2016-11-09-18,2016-11-09,train,18,23,16.0,0.2903885480572597
2016-11-09-18,2016-11-09,train,18,24,2.0,0.22528970688479888
2016-11-09-18,2016-11-09,train,18,25,20.0,0.2926380368098159
2016-11-09-18,2016-11-09,train,18,26,11.0,0.3397781495941005
2016-11-09-18,2016-11-09,train,18,27,26.0,0.3477269152115778
2016-11-09-18,2016-11-09,train,18,28,25.0,0.4149965916837083
2016-11-09-18,2016-11-09,train,18,29,29.0,0.3174670333544884
2016-11-09-19,2016-11-09,train,19,0,14.0,0.2540656344337326
2016-11-09-19,2016-11-09,train,19,1,13.0,0.22725604320696347
2016-11-09-19,2016-11-09,train,19,2,17.0,0.17843538233289227
2016-11-09-19,2016-11-09,train,19,3,10.0,0.1880027266530334
2016-11-09-19,2016-11-09,train,19,4,6.0,0.17586912065439675
2016-11-09-19,2016-11-09,train,19,5,11.0,0.23065005887091775
2016-11-09-19,2016-11-09,train,19,6,9.0,0.1779898507914868
2016-11-09-19,2016-11-09,train,19,7,6.0,0.28107248352647124
2016-11-09-19,2016-11-09,train,19,8,9.0,0.17170340074225557
2016-11-09-19,2016-11-09,train,19,9,4.0,0.4134287661895024
2016-11-09-19,2016-11-09,train,19,10,2.0,0.1557600545330607
2016-11-09-19,2016-11-09,train,19,11,10.0,0.21520109066121335
2016-11-09-19,2016-11-09,train,19,12,8.0,0.17910702113156102
2016-11-09-19,2016-11-09,train,19,13,5.0,0.26353101567825493
2016-11-09-19,2016-11-09,train,19,14,12.0,0.2444898886616678
2016-11-09-19,2016-11-09,train,19,15,5.0,0.3126107702794819
2016-11-09-19,2016-11-09,train,19,16,6.0,0.23369688707112016
2016-11-09-19,2016-11-09,train,19,17,4.0,0.2612474437627812
2016-11-09-19,2016-11-09,train,19,18,3.0,0.16859804589865943
2016-11-09-19,2016-11-09,train,19,19,18.0,0.3318563962735742
2016-11-09-19,2016-11-09,train,19,20,12.0,0.24250170415814587
2016-11-09-19,2016-11-09,train,19,21,3.0,0.136332651670075
2016-11-09-19,2016-11-09,train,19,22,4.0,0.2418200408997955
2016-11-09-19,2016-11-09,train,19,23,17.0,0.3233489714904367
2016-11-09-19,2016-11-09,train,19,24,1.0,0.19700068166325835
2016-11-09-19,2016-11-09,train,19,25,15.0,0.26339468302658486
2016-11-09-19,2016-11-09,train,19,26,18.0,0.3607134742104067
2016-11-09-19,2016-11-09,train,19,27,17.0,0.29776655038293437
2016-11-09-19,2016-11-09,train,19,28,24.0,0.36593955919109294
2016-11-09-19,2016-11-09,train,19,29,17.0,0.3060668029993183
2016-11-09-20,2016-11-09,train,20,0,15.0,0.17268802544876163
2016-11-09-20,2016-11-09,train,20,1,12.0,0.3452056350829357
2016-11-09-20,2016-11-09,train,20,2,9.0,0.2112398697265773
2016-11-09-20,2016-11-09,train,20,3,6.0,0.24755737332424452
2016-11-09-20,2016-11-09,train,20,4,6.0,0.22063167461940467
2016-11-09-20,2016-11-09,train,20,5,10.0,0.18370824812542605
2016-11-09-20,2016-11-09,train,20,6,7.0,0.17723244717109748
2016-11-09-20,2016-11-09,train,20,7,5.0,0.17777777777777776
2016-11-09-20,2016-11-09,train,20,8,8.0,0.21608725289706887
2016-11-09-20,2016-11-09,train,20,9,6.0,0.3506021358782095
2016-11-09-20,2016-11-09,train,20,10,3.0,0.18586684844353554
2016-11-09-20,2016-11-09,train,20,11,9.0,0.263879421343634
2016-11-09-20,2016-11-09,train,20,12,6.0,0.16564417177914112
2016-11-09-20,2016-11-09,train,20,13,6.0,0.1413315155646444
2016-11-09-20,2016-11-09,train,20,14,14.0,0.22942837666764046
2016-11-09-20,2016-11-09,train,20,15,5.0,0.27784594410361285
2016-11-09-20,2016-11-09,train,20,16,11.0,0.19074177356385943
2016-11-09-20,2016-11-09,train,20,17,2.0,0.3442399454669393
2016-11-09-20,2016-11-09,train,20,18,4.0,0.18933197000681662
2016-11-09-20,2016-11-09,train,20,19,21.0,0.3627422339078781
2016-11-09-20,2016-11-09,train,20,20,5.0,0.21881390593047034
2016-11-09-20,2016-11-09,train,20,21,7.0,0.1795695783425845
2016-11-09-20,2016-11-09,train,20,22,4.0,0.21404226312201774
2016-11-09-20,2016-11-09,train,20,23,16.0,0.3121591683708248
2016-11-09-20,2016-11-09,train,20,24,3.0,0.20177232447171098
2016-11-09-20,2016-11-09,train,20,25,25.0,0.35929107021131557
2016-11-09-20,2016-11-09,train,20,26,7.0,0.26244035446489433
2016-11-09-20,2016-11-09,train,20,27,21.0,0.3475833414483721
2016-11-09-20,2016-11-09,train,20,28,25.0,0.32902522154055897
2016-11-09-20,2016-11-09,train,20,29,22.0,0.3511185474375659
2016-11-09-21,2016-11-09,train,21,0,19.0,0.19822050012556955
2016-11-09-21,2016-11-09,train,21,1,3.0,0.2858441263349239
2016-11-09-21,2016-11-09,train,21,2,7.0,0.22718862596163208
2016-11-09-21,2016-11-09,train,21,3,7.0,0.22913623527120458
2016-11-09-21,2016-11-09,train,21,4,6.0,0.16496250852079072
2016-11-09-21,2016-11-09,train,21,5,12.0,0.20836173596909793
2016-11-09-21,2016-11-09,train,21,6,8.0,0.23696319018404907
2016-11-09-21,2016-11-09,train,21,7,8.0,0.20185753237900478
2016-11-09-21,2016-11-09,train,21,8,5.0,0.21240627130197684
2016-11-09-21,2016-11-09,train,21,9,10.0,0.2959100204498978
2016-11-09-21,2016-11-09,train,21,10,0.0,0.0
2016-11-09-21,2016-11-09,train,21,11,6.0,0.15553283344694388
2016-11-09-21,2016-11-09,train,21,12,10.0,0.16946148602590322
2016-11-09-21,2016-11-09,train,21,13,6.0,0.26766643944558055
2016-11-09-21,2016-11-09,train,21,14,12.0,0.3296409906839355
2016-11-09-21,2016-11-09,train,21,15,4.0,0.2719836400817996
2016-11-09-21,2016-11-09,train,21,16,11.0,0.22092086509264422
2016-11-09-21,2016-11-09,train,21,17,9.0,0.285768385972885
2016-11-09-21,2016-11-09,train,21,18,0.0,0.0
2016-11-09-21,2016-11-09,train,21,19,23.0,0.37218813905930476
2016-11-09-21,2016-11-09,train,21,20,12.0,0.2142126789366053
2016-11-09-21,2016-11-09,train,21,21,4.0,0.19103612815269258
2016-11-09-21,2016-11-09,train,21,22,1.0,0.12474437627811862
2016-11-09-21,2016-11-09,train,21,23,24.0,0.3686378095887299
2016-11-09-21,2016-11-09,train,21,24,3.0,0.21449670529425133
2016-11-09-21,2016-11-09,train,21,25,24.0,0.42995910020449896
2016-11-09-21,2016-11-09,train,21,26,6.0,0.244262667575551
2016-11-09-21,2016-11-09,train,21,27,13.0,0.3026060510723087
2016-11-09-21,2016-11-09,train,21,28,18.0,0.3695372263879422
